companyID,productType,customerSpend,firmSize,clientBase
24383.0,"Federal, First State, Enterprise",1472.0,9.0,148.0
48334.0,"All States, Efile, Evaluation, Federal, First State, Pre-paid E-file",778.0,1.0,
33269.0,"All States, Efile, Evaluation, Federal, First State, Portal, Enterprise, Pre-paid E-file",2312.0,1.0,100.0
33492.0,"All States, Efile, Evaluation, Federal, Enterprise, UnlimitedEfile",2698.0,3.0,1254.0
33223.0,"Efile, Evaluation, Federal, First State, Prior Year, Pre-paid E-file",2967.96,1.0,
5347.0,"All States, Efile, Federal, UnlimitedEfile",1098.0,1.0,
57453.0,"Efile, Evaluation, Federal, First State, Pre-paid E-file",558.0,1.0,
35744.0,"All States, Efile, Evaluation, Federal, UnlimitedEfile",11988.0,1.0,
93613.0,"All States, Efile, Evaluation, Federal, Portal, Enterprise, Pre-paid E-file",1434.0,1.0,36.0
99943.0,"All States, Efile, Evaluation, Federal, Portal, Upgrade, Enterprise, UnlimitedEfile",2536.0,2.0,
23333.0,"All States, Efile, Evaluation, Federal, Enterprise, UnlimitedEfile",1238.0,1.0,89.0
54390.0,"Efile, Federal, First State, Pre-paid E-file",848.0,1.0,
38505.0,"All States, Efile, Federal, First State, Enterprise, UnlimitedEfile",5854.5,2.0,127.0
75434.0,"All States, Efile, Evaluation, Federal, Enterprise, UnlimitedEfile",1998.0,1.0,13.0
35329.0,"All States, Efile, Evaluation, Federal, Enterprise, UnlimitedEfile",2698.0,4.0,341.0
68623.0,"All States, Efile, Evaluation, Federal, UnlimitedEfile",1998.0,1.0,
7061.0,"Efile, Federal, First State, Pre-paid E-file",778.0,1.0,
64313.0,"All States, Efile, Federal, UnlimitedEfile",1998.0,1.0,
30884.0,"All States, Efile, Evaluation, Federal, Portal, Enterprise, UnlimitedEfile",5794.0,4.0,
62330.0,"All States, Efile, Federal, Enterprise, UnlimitedEfile",2698.0,1.0,296.0
33553.0,"All States, Efile, Evaluation, Federal, Portal, Upgrade, Enterprise, UnlimitedEfile",2316.0,1.0,
29384.0,"All States, Evaluation, Federal, Prior Year, Enterprise",5759.98,1.0,
97334.0,"All States, Efile, Federal, UnlimitedEfile",4396.0,1.0,
86003.0,"All States, Efile, Evaluation, Federal, Upgrade, Enterprise, UnlimitedEfile",8132.000000000001,1.0,118.0
7536.0,"All States, Efile, Evaluation, Federal, Enterprise, UnlimitedEfile",5396.0,45.0,498.0
89345.0,"All States, Efile, Evaluation, Federal, First State, Pre-paid E-file",1266.0,1.0,
37323.0,"Efile, Evaluation, Federal, First State, Upgrade, Enterprise, Pre-paid E-file",1278.0,1.0,
83341.0,"All States, Efile, Federal, First State, Portal, Prior Year, Enterprise, Pre-paid E-file",3400.5,1.0,
57343.0,"All States, Efile, Federal, UnlimitedEfile",4196.0,1.0,
35763.0,"All States, Efile, Evaluation, Federal, Enterprise, UnlimitedEfile",1318.0,1.0,40.0
13367.0,"Efile, Federal, First State, Pre-paid E-file",998.0,1.0,
37343.0,"All States, Efile, Evaluation, Federal, UnlimitedEfile",1998.0,1.0,
21386.0,"All States, Efile, Evaluation, Federal, UnlimitedEfile, Pre-paid E-file",1198.0,1.0,
68821.0,"All States, Efile, Federal, Enterprise, UnlimitedEfile",1238.0,2.0,716.0
14321.0,Federal,516.0,1.0,
99053.0,"All States, Efile, Evaluation, Federal, Enterprise, UnlimitedEfile",3550.0,4.0,80.0
38538.0,"All States, Efile, Evaluation, Federal, UnlimitedEfile",1098.0,1.0,
41737.0,"All States, Efile, Evaluation, Federal, Enterprise, UnlimitedEfile",2698.0,5.0,
96953.0,"All States, Efile, Federal, First State, UnlimitedEfile",1764.0,1.0,
43698.0,"All States, Efile, Federal, Enterprise, UnlimitedEfile",8167.0,2.0,150.0
73449.0,"All States, Efile, Evaluation, Federal, First State, Upgrade, Enterprise, Pre-paid E-file",4924.0,1.0,106.0
53467.0,"All States, Efile, Evaluation, Federal, Upgrade, Enterprise, UnlimitedEfile",2138.0,3.0,
50303.0,"All States, Efile, Evaluation, Federal, Enterprise, UnlimitedEfile",4952.0,1.0,88.0
11332.0,"All States, Efile, Federal, Enterprise, UnlimitedEfile",1238.0,1.0,
73337.0,"All States, Efile, Evaluation, Federal, Portal, Enterprise, UnlimitedEfile",4896.0,2.0,7.0
73335.0,"All States, Efile, Federal, UnlimitedEfile",2198.0,1.0,
39176.0,Federal,258.0,1.0,
17863.0,"All States, Efile, Federal, UnlimitedEfile",2198.0,1.0,
33221.0,"All States, Efile, Evaluation, Federal, Pre-paid E-file",558.0,1.0,
83763.0,"All States, Efile, Evaluation, Federal, First State, UnlimitedEfile",19852.0,1.0,
70373.0,"All States, Efile, Evaluation, Federal, First State, Portal, Enterprise, Pre-paid E-file",4308.0,2.0,65.0
84349.0,"Evaluation, Federal, First State",288.0,1.0,
23533.0,"All States, Efile, Evaluation, Federal, Portal, Prior Year, Upgrade, Enterprise, UnlimitedEfile",5561.04,11.0,722.0
73737.0,"All States, Efile, Evaluation, Federal, UnlimitedEfile",2196.0,1.0,
30655.0,"All States, Efile, Evaluation, Federal, UnlimitedEfile",1138.0,1.0,
17683.0,"All States, Efile, Federal, Enterprise, UnlimitedEfile",5174.0,10.0,
55364.0,"All States, Efile, Evaluation, Federal, Portal, Prior Year, Enterprise, UnlimitedEfile",2784.5,3.0,417.0
78350.0,"All States, Efile, Evaluation, Federal, Enterprise, UnlimitedEfile",1834.0,18.0,12.0
43784.0,"Evaluation, Federal, First State, Prior Year",908.0,1.0,
63847.0,"All States, Efile, Federal, Enterprise, UnlimitedEfile",3954.0,1.0,96.0
79300.0,"All States, Efile, Federal, UnlimitedEfile",2198.0,1.0,
23007.0,"All States, Efile, Federal, UnlimitedEfile",2198.0,1.0,
73127.0,"All States, Efile, Evaluation, Federal, Prior Year, Pre-paid E-file",757.98,1.0,
23757.0,"All States, Efile, Federal, Enterprise, UnlimitedEfile",7294.0,2.0,
43244.0,"All States, Efile, Evaluation, Federal, UnlimitedEfile",1098.0,1.0,
73459.0,"All States, Efile, Evaluation, Federal, Upgrade, Enterprise, Pre-paid E-file",698.0,7.0,19.0
65336.0,"All States, Efile, Evaluation, Federal, Enterprise, UnlimitedEfile",5596.0,7.0,735.0
53093.0,"Efile, Evaluation, Federal, First State, Pre-paid E-file",558.0,1.0,
57359.0,"All States, Efile, Evaluation, Federal, UnlimitedEfile",1098.0,1.0,
72438.0,"All States, Efile, Evaluation, Federal, Prior Year, Enterprise, UnlimitedEfile",11402.0,1.0,
12735.0,"All States, Efile, Federal, Enterprise, UnlimitedEfile",1318.0,1.0,
73552.0,"All States, Efile, Federal, UnlimitedEfile",1098.0,2.0,
32579.0,"All States, Efile, Evaluation, Federal, Upgrade, Enterprise, UnlimitedEfile",2336.0,4.0,
57349.0,"All States, Efile, Federal, UnlimitedEfile",1998.0,1.0,
17093.0,"All States, Efile, Federal, UnlimitedEfile",1138.0,1.0,
90188.0,"Efile, Evaluation, Federal, First State, Enterprise, Pre-paid E-file",7038.0,2.0,152.0
35433.0,"All States, Federal, First State, Portal",1626.0,1.0,
69537.0,"Efile, Evaluation, Federal, First State, Pre-paid E-file",778.0,1.0,
53394.0,"All States, Efile, Evaluation, Federal, First State, Pre-paid E-file",1386.0,1.0,
37681.0,"All States, Efile, Federal, Portal, Prior Year, Enterprise, UnlimitedEfile",2594.0,1.0,
73566.0,"All States, Efile, Federal, Upgrade, Enterprise, UnlimitedEfile",2338.0,2.0,
32659.0,"All States, Efile, Evaluation, Federal, UnlimitedEfile",1998.0,1.0,
71936.0,"All States, Efile, Evaluation, Federal, Upgrade, Enterprise, UnlimitedEfile",10332.0,3.0,80.0
50376.0,"All States, Efile, Evaluation, Federal, Enterprise, UnlimitedEfile",1238.0,3.0,
803.0,"Efile, Evaluation, Federal, Pre-paid E-file",1674.0,1.0,
73355.0,"Federal, First State",1522.0,1.0,
59302.0,"All States, Efile, Federal, UnlimitedEfile",2196.0,1.0,
86673.0,"All States, Efile, Evaluation, Federal, First State, Portal, Upgrade, Enterprise, Pre-paid E-file",1196.0,1.0,157.0
13906.0,"All States, Efile, Federal, UnlimitedEfile",2198.0,1.0,
35359.0,"All States, Evaluation, Federal, Enterprise",2186.0,1.0,
63396.0,"All States, Efile, Evaluation, Federal, UnlimitedEfile",1998.0,1.0,
20703.0,"All States, Efile, Evaluation, Federal, UnlimitedEfile",2941.2,2.0,
37325.0,"All States, Efile, Evaluation, Federal, UnlimitedEfile",1098.0,1.0,
17346.0,"All States, Efile, Evaluation, Federal, Enterprise, UnlimitedEfile",4736.0,2.0,827.0
62376.0,"All States, Efile, Federal, Enterprise, UnlimitedEfile",2636.0,1.0,150.0
53093.0,"All States, Efile, Evaluation, Federal, Enterprise, UnlimitedEfile",1238.0,1.0,
309.0,"All States, Efile, Evaluation, Federal, Prior Year, Enterprise, UnlimitedEfile",3860.5,2.0,71.0
39977.0,"All States, Efile, Federal, UnlimitedEfile",1178.0,1.0,
43372.0,"All States, Efile, Federal, UnlimitedEfile",1138.0,1.0,
63733.0,"All States, Efile, Evaluation, Federal, Portal, Enterprise, UnlimitedEfile",2896.0,35.0,972.0
65733.0,"All States, Federal",456.0,1.0,
48363.0,"All States, Efile, Federal, First State, Upgrade, Enterprise, UnlimitedEfile",2302.0,1.0,
22063.0,"Federal, First State",328.0,1.0,
50763.0,"All States, Efile, Federal, First State, Pre-paid E-file",756.0,1.0,
57369.0,"All States, Efile, Evaluation, Federal, UnlimitedEfile",1098.0,1.0,
37751.0,"All States, Efile, Evaluation, Federal, UnlimitedEfile",22978.0,2.0,
58131.0,"All States, Efile, Federal, First State, Enterprise, UnlimitedEfile",2122.0,1.0,
72370.0,"Federal, First State",596.0,1.0,
51873.0,"All States, Efile, Federal, Pre-paid E-file",558.0,1.0,
42703.0,"All States, Efile, Federal, Enterprise, UnlimitedEfile",2698.0,2.0,19.0
39897.0,"Efile, Evaluation, Federal, First State, Upgrade, Enterprise, Pre-paid E-file",838.0,1.0,
923.0,Federal,1032.0,1.0,
33872.0,"All States, Efile, Evaluation, Federal, First State, Pre-paid E-file",1236.0,2.0,
53527.0,"All States, Efile, Evaluation, Federal, UnlimitedEfile",2098.0,1.0,
9732.0,"All States, Efile, Federal, UnlimitedEfile",7068.0,2.0,
37488.0,"All States, Efile, Federal, Enterprise, UnlimitedEfile",8094.0,2.0,122.0
3435.0,"All States, Efile, Federal, Portal, Enterprise, UnlimitedEfile",2912.0,3.0,46.0
20924.0,"Efile, Evaluation, Federal, First State, Pre-paid E-file",1386.0,1.0,
34679.0,"All States, Efile, Federal, Enterprise, UnlimitedEfile",7824.0,1.0,382.0
39871.0,"All States, Efile, Evaluation, Federal, First State, UnlimitedEfile",8887.92,1.0,
73220.0,"All States, Efile, Evaluation, Federal, Prior Year, Enterprise, UnlimitedEfile",1738.0,4.0,128.0
85773.0,"All States, Efile, Evaluation, Federal, Prior Year, UnlimitedEfile",2597.96,1.0,
7763.0,"All States, Efile, Federal, UnlimitedEfile",1178.0,1.0,
73231.0,"All States, Efile, Evaluation, Federal, Enterprise, UnlimitedEfile",1318.0,1.0,
73931.0,"All States, Efile, Federal, First State, Enterprise, UnlimitedEfile",3460.0,5.0,799.0
76431.0,"All States, Efile, Evaluation, Federal, Portal, Enterprise, UnlimitedEfile",2952.0,7.0,748.0
21873.0,"All States, Efile, Evaluation, Federal, Upgrade, Enterprise, UnlimitedEfile",5536.0,3.0,167.0
80736.0,"All States, Efile, Evaluation, Federal, Enterprise, UnlimitedEfile",5396.0,2.0,743.0
14503.0,"All States, Efile, Federal, Enterprise, UnlimitedEfile",3714.0,7.0,289.0
13315.0,"Evaluation, Federal, First State",1430.0,1.0,
83017.0,"All States, Efile, Evaluation, Federal, UnlimitedEfile",2125.02,1.0,
57358.0,"All States, Efile, Evaluation, Federal, Upgrade, Enterprise, UnlimitedEfile",1238.0,5.0,21.0
7634.0,"Evaluation, Federal, First State",538.0,1.0,
8391.0,"All States, Efile, Evaluation, Federal, Upgrade, Enterprise, UnlimitedEfile",2138.0,1.0,
73654.0,"All States, Efile, Federal, Enterprise, UnlimitedEfile",2898.0,1.0,
17839.0,"All States, Efile, Evaluation, Federal, UnlimitedEfile",2198.0,1.0,
70376.0,"All States, Efile, Evaluation, Federal, Enterprise, UnlimitedEfile",2698.0,9.0,326.0
45773.0,"All States, Efile, Federal, First State, Enterprise, UnlimitedEfile",4102.0,3.0,1780.0
73376.0,"All States, Efile, Federal, UnlimitedEfile",2198.0,1.0,
95246.0,"All States, Efile, Federal, Enterprise, UnlimitedEfile",1238.0,6.0,266.0
23882.0,"All States, Efile, Evaluation, Federal, Portal, Upgrade, Enterprise, UnlimitedEfile",3376.0,2.0,
19322.0,"All States, Efile, Federal, UnlimitedEfile",2316.0,1.0,
79553.0,"All States, Efile, Federal, Upgrade, Enterprise, UnlimitedEfile",3574.0,1.0,
34985.0,"All States, Efile, Evaluation, Federal, Prior Year, Enterprise, UnlimitedEfile",2897.98,5.0,186.0
2367.0,"Efile, Evaluation, Federal, First State, Pre-paid E-file",1196.0,1.0,
28736.0,"All States, Efile, Federal, UnlimitedEfile",1138.0,1.0,
22318.0,"Evaluation, Federal, First State",1342.0,1.0,
87325.0,"All States, Efile, Federal, Enterprise, UnlimitedEfile",2636.0,1.0,
38772.0,"All States, Efile, Evaluation, Federal, Pre-paid E-file",999.0,1.0,
87434.0,"All States, Efile, Evaluation, Federal, Enterprise, UnlimitedEfile",5396.0,5.0,98.0
73687.0,"Efile, Evaluation, Federal, First State, Pre-paid E-file",1556.0,1.0,
6637.0,"All States, Efile, Federal, UnlimitedEfile",2198.0,1.0,
34257.0,"All States, Efile, Federal, First State, Enterprise, UnlimitedEfile",2944.0,3.0,421.0
68233.0,"Efile, Federal, First State, Pre-paid E-file",1187.98,1.0,
39118.0,"All States, Efile, Evaluation, Federal, UnlimitedEfile",1138.0,1.0,
23740.0,"Federal, First State",866.0,1.0,
27324.0,"All States, Efile, Federal, Enterprise, UnlimitedEfile",2898.0,16.0,1866.0
35783.0,"All States, Efile, Federal, UnlimitedEfile",3534.0,3.0,
89237.0,"All States, Efile, Evaluation, Federal, Pre-paid E-file",558.0,1.0,
46347.0,"Efile, Evaluation, Federal, First State, Pre-paid E-file",937.44,1.0,
48394.0,"Federal, First State",934.0,1.0,
7553.0,"All States, Efile, Federal, Enterprise, UnlimitedEfile",1318.0,7.0,199.0
68234.0,"All States, Efile, Evaluation, Federal, Portal, UnlimitedEfile",2396.0,1.0,
78354.0,"All States, Efile, Federal, Upgrade, Enterprise, UnlimitedEfile",20426.0,8.0,956.0
70143.0,"All States, Efile, Evaluation, Federal, Portal, Enterprise, UnlimitedEfile",5150.0,8.0,169.0
35371.0,"All States, Efile, Evaluation, Federal, Prior Year, Enterprise, UnlimitedEfile",2818.0,3.0,174.0
65737.0,"All States, Efile, Evaluation, Federal, Portal, Enterprise, UnlimitedEfile",4248.0,6.0,213.0
68383.0,"All States, Efile, Federal, UnlimitedEfile",8792.0,4.0,
43707.0,"All States, Efile, Evaluation, Federal, Prior Year, Pre-paid E-file",1512.0,1.0,
28834.0,"All States, Efile, Federal, Upgrade, Enterprise, UnlimitedEfile",1238.0,2.0,
82036.0,"All States, Efile, Federal, Pre-paid E-file",1354.0,1.0,
80313.0,"Evaluation, Federal, First State",328.0,1.0,
7583.0,"All States, Efile, Federal, Enterprise, UnlimitedEfile",6590.0,2.0,11.0
53973.0,"All States, Efile, Evaluation, Federal, Upgrade, Enterprise, UnlimitedEfile",1516.0,4.0,395.0
15367.0,"All States, Efile, Federal, UnlimitedEfile",1178.0,1.0,
67354.0,"All States, Efile, Evaluation, Federal, UnlimitedEfile",2198.0,2.0,
30522.0,Federal,258.0,1.0,
79643.0,"All States, Efile, Federal, Enterprise, UnlimitedEfile",1178.0,2.0,
30486.0,"All States, Efile, Federal, Enterprise, UnlimitedEfile",2476.0,1.0,274.0
96263.0,"All States, Efile, Federal, First State, Portal, UnlimitedEfile",2466.0,1.0,
30248.0,"Federal, First State",328.0,1.0,
38448.0,"All States, Efile, Evaluation, Federal, First State, Enterprise, UnlimitedEfile",1589.0,1.0,210.0
73075.0,"Efile, Federal, First State, Pre-paid E-file",778.0,1.0,
18013.0,"All States, Efile, Federal, Upgrade, Enterprise, UnlimitedEfile",1318.0,6.0,48.0
51653.0,"Federal, First State",1758.0,1.0,
83146.0,"All States, Efile, Evaluation, Federal, Upgrade, Enterprise, UnlimitedEfile",2298.0,9.0,217.0
79033.0,"All States, Efile, Evaluation, Federal, Prior Year, Upgrade, Enterprise, UnlimitedEfile",1436.0,1.0,
78930.0,"All States, Efile, Federal, Enterprise, UnlimitedEfile",1238.0,1.0,
55753.0,"All States, Efile, Evaluation, Federal, Enterprise, UnlimitedEfile",1238.0,11.0,
83882.0,"All States, Efile, Evaluation, Federal, Enterprise, UnlimitedEfile",1318.0,1.0,175.0
92734.0,"Federal, First State",398.0,1.0,
28734.0,"All States, Efile, Federal, UnlimitedEfile",1178.0,1.0,
33507.0,"All States, Efile, Evaluation, Federal, Enterprise, UnlimitedEfile",2698.0,7.0,71.0
42379.0,"All States, Efile, Federal, Enterprise, UnlimitedEfile",2898.0,1.0,
19734.0,"All States, Efile, Federal, UnlimitedEfile",1178.0,1.0,
95737.0,"All States, Efile, Evaluation, Federal, UnlimitedEfile, Pre-paid E-file",1956.0,3.0,
77373.0,"Federal, First State",328.0,1.0,
75133.0,"All States, Efile, Evaluation, Federal, Portal, Enterprise, UnlimitedEfile",5712.0,13.0,457.0
73718.0,"All States, Efile, Evaluation, Federal, First State, UnlimitedEfile",1456.0,1.0,
53774.0,"All States, Efile, Federal, Enterprise, UnlimitedEfile",4216.0,3.0,1236.0
34994.0,"All States, Efile, Federal, UnlimitedEfile",3534.0,1.0,
67623.0,"All States, Efile, Evaluation, Federal, Enterprise, UnlimitedEfile",2714.0,1.0,360.0
55836.0,"All States, Efile, Federal, UnlimitedEfile",2098.0,1.0,
38354.0,"All States, Efile, Evaluation, Federal, Portal, UnlimitedEfile, Pre-paid E-file",3512.0,1.0,
83866.0,"Evaluation, Federal, First State",328.0,1.0,
34308.0,"Efile, Federal, First State, Pre-paid E-file",1068.0,1.0,
39577.0,"All States, Efile, Federal, UnlimitedEfile, Pre-paid E-file",2734.0,1.0,
83796.0,"All States, Efile, Evaluation, Federal, UnlimitedEfile",1098.0,1.0,
62873.0,"Federal, First State",678.0,1.0,
23743.0,"All States, Efile, Evaluation, Federal, First State, Enterprise, Pre-paid E-file",1655.96,2.0,29.0
94743.0,"All States, Efile, Evaluation, Federal, First State, Prior Year, Enterprise, UnlimitedEfile",2045.96,1.0,
2783.0,"All States, Efile, Federal, UnlimitedEfile",1178.0,1.0,
73694.0,"All States, Efile, Evaluation, Federal, First State, Enterprise, UnlimitedEfile",1646.0,2.0,29.0
37183.0,"All States, Evaluation, Federal",436.0,1.0,
30723.0,"All States, Efile, Federal, UnlimitedEfile",2198.0,1.0,
38736.0,"All States, Efile, Evaluation, Federal, UnlimitedEfile",1798.0,2.0,
44763.0,"All States, Efile, Federal, First State, Portal, Pre-paid E-file",1490.0,1.0,
41374.0,"All States, Efile, Evaluation, Federal, Enterprise, UnlimitedEfile",16788.0,7.0,240.0
38040.0,"Efile, Evaluation, Federal, Pre-paid E-file",558.0,1.0,
91336.0,"All States, Efile, Federal, Enterprise, UnlimitedEfile",1318.0,2.0,85.0
89443.0,"Federal, First State, Portal",596.0,1.0,
68963.0,"All States, Efile, Federal, Enterprise, UnlimitedEfile",3416.0,3.0,279.0
71539.0,"All States, Efile, Federal, Enterprise, UnlimitedEfile",1186.0,2.0,728.0
32373.0,"Efile, Evaluation, Federal, First State, Pre-paid E-file",998.0,1.0,
23989.0,"Efile, Federal, First State, Pre-paid E-file",848.0,1.0,
78374.0,Federal,258.0,1.0,
73087.0,"All States, Efile, Federal, First State, Pre-paid E-file",1326.0,1.0,
38117.0,"All States, Federal, First State",456.0,1.0,
41891.0,"Evaluation, Federal, First State, Prior Year, Enterprise",648.0,1.0,20.0
31439.0,"All States, Efile, Federal, Upgrade, Enterprise, UnlimitedEfile",1318.0,3.0,268.0
43801.0,"Federal, First State",2218.0,1.0,
34825.0,"All States, Efile, Evaluation, Federal, UnlimitedEfile",1898.0,2.0,
38234.0,"All States, Efile, Federal, Enterprise, UnlimitedEfile",1318.0,1.0,103.0
49839.0,"All States, Efile, Evaluation, Federal, Pre-paid E-file",558.0,1.0,
65263.0,"All States, Efile, Evaluation, Federal, UnlimitedEfile",2356.0,1.0,
76283.0,"Federal, First State",448.0,1.0,
30568.0,"All States, Efile, Evaluation, Federal, UnlimitedEfile",2198.0,1.0,
81173.0,"All States, Efile, Evaluation, Federal, UnlimitedEfile",1900.0,2.0,
73424.0,"All States, Efile, Federal, Enterprise, UnlimitedEfile",8694.0,4.0,139.0
72347.0,"All States, Efile, Evaluation, Federal, Enterprise, Pre-paid E-file",778.0,1.0,36.0
35143.0,"All States, Efile, Federal, Upgrade, Enterprise, UnlimitedEfile",1318.0,2.0,
37128.0,"All States, Efile, Evaluation, Federal, UnlimitedEfile",1098.0,1.0,
38537.0,"All States, Efile, Federal, UnlimitedEfile",1098.0,1.0,
98303.0,"All States, Efile, Evaluation, Federal, UnlimitedEfile",2198.0,1.0,
83113.0,"Federal, First State, Enterprise",468.0,1.0,31.0
32436.0,"All States, Efile, Evaluation, Federal, UnlimitedEfile",978.0,1.0,
73323.0,"Efile, Evaluation, Federal, First State, Pre-paid E-file",998.0,1.0,
9736.0,"Efile, Federal, First State, Pre-paid E-file",558.0,1.0,
53832.0,"All States, Efile, Evaluation, Federal, First State, UnlimitedEfile",5040.0,1.0,
87632.0,"All States, Efile, Federal, Enterprise, UnlimitedEfile",2698.0,1.0,501.0
78683.0,"All States, Efile, Federal, Portal, UnlimitedEfile",1376.0,1.0,
12843.0,"All States, Efile, Evaluation, Federal, UnlimitedEfile",3293.9999999999995,1.0,
94836.0,"All States, Efile, Federal, First State, UnlimitedEfile",2490.0,1.0,
46823.0,"All States, Efile, Federal, Upgrade, Enterprise, UnlimitedEfile",2238.0,1.0,
83345.0,"Federal, First State",398.0,1.0,
33268.0,"Efile, Federal, Pre-paid E-file",1116.0,1.0,
91384.0,"Federal, First State",656.0,1.0,
33338.0,"All States, Efile, Federal, Enterprise, UnlimitedEfile",1318.0,4.0,33.0
69383.0,"All States, Efile, Federal, First State, Pre-paid E-file",998.0,3.0,
83524.0,"Efile, Evaluation, Federal, First State, Pre-paid E-file",1068.0,1.0,
36838.0,"All States, Efile, Federal, Enterprise, UnlimitedEfile",2350.0,6.0,
83735.0,"Federal, Upgrade, Enterprise",538.0,1.0,12.0
86373.0,"All States, Efile, Federal, UnlimitedEfile",1138.0,1.0,
44833.0,"All States, Efile, Evaluation, Federal, Upgrade, Enterprise, UnlimitedEfile",2478.0,1.0,
13938.0,"All States, Efile, Evaluation, Federal, First State, Prior Year, Enterprise, UnlimitedEfile",4551.98,8.0,298.0
43864.0,"All States, Efile, Federal, UnlimitedEfile",5890.0,2.0,
77137.0,"All States, Evaluation, Federal",456.0,1.0,
48134.0,"All States, Efile, Federal, First State, UnlimitedEfile",1506.0,1.0,
38457.0,"All States, Federal, First State",526.0,1.0,
38525.0,"Federal, First State, Enterprise",468.0,1.0,18.0
37585.0,"Federal, First State",656.0,1.0,
88383.0,"All States, Efile, Federal, First State, Enterprise, UnlimitedEfile",5600.0,7.0,169.0
30838.0,"All States, Efile, Federal, First State, UnlimitedEfile",1406.0,1.0,
83596.0,"All States, Efile, Federal, First State, UnlimitedEfile",2478.0,2.0,
36683.0,"All States, Efile, Evaluation, Federal, First State, UnlimitedEfile",2082.0,1.0,
75638.0,"Federal, First State",328.0,1.0,
93384.0,"Federal, First State",656.0,1.0,
63717.0,"Efile, Evaluation, Federal, First State, Pre-paid E-file",998.0,1.0,
73880.0,"All States, Efile, Evaluation, Federal, First State, UnlimitedEfile",3330.0,1.0,
78438.0,"All States, Efile, Federal, Enterprise, UnlimitedEfile",2898.0,3.0,
87737.0,"All States, Efile, Evaluation, Federal, UnlimitedEfile",1998.0,3.0,
91387.0,"All States, Efile, Federal, UnlimitedEfile",2198.0,1.0,
73898.0,"All States, Efile, Evaluation, Federal, Enterprise, UnlimitedEfile",1278.0,1.0,69.0
76320.0,"All States, Efile, Evaluation, Federal, First State, Prior Year, UnlimitedEfile",1684.0,1.0,
35745.0,"All States, Efile, Evaluation, Federal, Enterprise, UnlimitedEfile",1318.0,1.0,49.0
76738.0,"All States, Efile, Evaluation, Federal, Enterprise, UnlimitedEfile",5796.0,1.0,40.0
5328.0,"Federal, First State",398.0,1.0,
91145.0,"All States, Efile, Evaluation, Federal, First State, Pre-paid E-file",778.0,1.0,
38086.0,"All States, Federal, First State, Upgrade, Enterprise",2210.0,1.0,
53785.0,"All States, Efile, Federal, Enterprise, UnlimitedEfile",1449.0,2.0,1345.0
31355.0,"All States, Efile, Federal, Upgrade, Enterprise, UnlimitedEfile",4190.0,1.0,
87389.0,"All States, Efile, Evaluation, Federal, First State, UnlimitedEfile, Pre-paid E-file",1998.0,1.0,
89039.0,"Evaluation, Federal, First State, Prior Year",707.96,1.0,
79838.0,"All States, Efile, Federal, Enterprise, UnlimitedEfile",1318.0,1.0,102.0
38787.0,"Federal, First State",328.0,2.0,
89396.0,"All States, Efile, Evaluation, Federal, Prior Year, UnlimitedEfile",2396.0,1.0,
94138.0,"Federal, First State",468.0,1.0,
93000.0,"All States, Efile, Evaluation, Federal, Upgrade, Enterprise, UnlimitedEfile",2558.0,13.0,114.0
68832.0,"All States, Efile, Federal, First State, Upgrade, Enterprise, Pre-paid E-file",859.48,1.0,23.0
93035.0,"All States, Efile, Evaluation, Federal, UnlimitedEfile",2356.0,1.0,
8637.0,"Federal, First State",328.0,1.0,
14390.0,"All States, Efile, Federal, Portal, UnlimitedEfile, Pre-paid E-file",2996.0,1.0,
16093.0,"All States, Efile, Federal, UnlimitedEfile",1998.0,1.0,
23374.0,"All States, Efile, Federal, UnlimitedEfile",1178.0,1.0,
93213.0,"All States, Efile, Evaluation, Federal, Prior Year, UnlimitedEfile",4595.9800000000005,3.0,
89463.0,"All States, Efile, Federal, UnlimitedEfile",2198.0,1.0,
74813.0,"All States, Efile, Federal, UnlimitedEfile",1178.0,1.0,
69883.0,"All States, Evaluation, Federal",1050.0,1.0,
33906.0,"Efile, Evaluation, Federal, First State, Pre-paid E-file",558.0,1.0,
13995.0,"Efile, Federal, First State, Pre-paid E-file",778.0,1.0,
51396.0,"Efile, Federal, First State, Pre-paid E-file",778.0,2.0,
93361.0,"All States, Efile, Federal, UnlimitedEfile",2276.0,1.0,
37091.0,"Efile, Evaluation, Federal, First State, Upgrade, Enterprise, Pre-paid E-file",918.0,1.0,
37286.0,"All States, Efile, Federal, UnlimitedEfile",1178.0,1.0,
94223.0,"All States, Efile, Evaluation, Federal, First State, Enterprise, Pre-paid E-file",2334.0,11.0,27.0
69139.0,"All States, Efile, Federal, UnlimitedEfile",2198.0,1.0,
73329.0,"Federal, First State",1360.0,2.0,
39622.0,"Federal, First State",984.0,1.0,
86703.0,"All States, Efile, Federal, Upgrade, Enterprise, UnlimitedEfile",1278.0,1.0,134.0
39234.0,"All States, Efile, Evaluation, Federal, First State, Enterprise, UnlimitedEfile, Pre-paid E-file",1608.0,1.0,
99203.0,"Efile, Federal, First State, Pre-paid E-file",558.0,1.0,
59933.0,"Federal, First State",2016.0,1.0,
43901.0,"All States, Efile, Federal, Enterprise, UnlimitedEfile",1318.0,1.0,4.0
87883.0,"Federal, First State",328.0,1.0,
53139.0,"Evaluation, Federal, First State",656.0,1.0,
93112.0,Federal,516.0,1.0,
33909.0,"All States, Federal, First State",2166.0,1.0,
